District Name	District Code	Subject	M+E #	M+E %	E #	E %	M #	M %	PM #	PM %	NM #	NM %	No. of Students Included	Avg. Scaled Score	SGP	Included In SGP
Whitman-Hanson	07800000	ELA	         967	52	         116	6	         851	46	         725	39	         157	8	       1,849	     500.4	          52.1	       1,509
Whitman-Hanson	07800000	MATH	         803	44	          40	2	         763	41	         889	48	         153	8	       1,845	     496.3	          45.8	       1,511
Williamsburg	03400000	ELA	          48	53	           5	5	          43	47	          42	46	           1	1	          91	     502.8	          58.4	          70
Williamsburg	03400000	MATH	          32	35	           2	2	          30	33	          51	56	           8	9	          91	     496.6	          69.5	          68
Williamstown (non-op)	03410000	ELA	         180	75	          37	15	         143	59	          57	24	           4	2	         241	     512.2	          49.6	         166
Williamstown (non-op)	03410000	MATH	         173	72	          53	22	         120	50	          60	25	           8	3	         241	     512.8	          47.3	         168
Wilmington	03420000	ELA	         928	58	         139	9	         789	49	         564	35	         116	7	       1,608	     503.9	          47.2	       1,343
Wilmington	03420000	MATH	       1,020	63	         143	9	         877	55	         484	30	         103	6	       1,607	     505.8	          55.6	       1,337
Winchendon	03430000	ELA	         173	30	          13	2	         160	28	         293	52	         102	18	         568	     489.5	          35.6	         451
Winchendon	03430000	MATH	         142	25	          10	2	         132	23	         311	55	         112	20	         565	     487.3	          41.0	         451
Winchester	03440000	ELA	       1,761	79	         470	21	       1,291	58	         408	18	          55	2	       2,224	     515.6	          55.7	       1,793
Winchester	03440000	MATH	       1,782	80	         545	25	       1,237	56	         379	17	          56	3	       2,217	     516.3	          55.0	       1,788
Winthrop	03460000	ELA	         507	56	          58	6	         449	49	         340	37	          63	7	         910	     502.0	          51.3	         725
Winthrop	03460000	MATH	         471	52	          66	7	         405	44	         379	42	          62	7	         912	     500.6	          55.1	         724
Woburn	03470000	ELA	       1,065	52	         115	6	         950	46	         822	40	         178	9	       2,065	     500.7	          46.2	       1,621
Woburn	03470000	MATH	         943	46	         106	5	         837	41	         926	45	         193	9	       2,062	     498.4	          44.6	       1,617
Worcester	03480000	ELA	       3,796	35	         521	5	       3,275	30	       4,762	44	       2,209	21	      10,767	     491.7	          48.5	       7,476
Worcester	03480000	MATH	       3,111	29	         310	3	       2,801	26	       5,129	48	       2,544	24	      10,784	     487.9	          49.3	       7,485
Worthington	03490000	ELA	           7	41	           0	0	           7	41	           9	53	           1	6	          17	     497.9		           8
Worthington	03490000	MATH	           5	29	           0	0	           5	29	           8	47	           4	24	          17	     487.8		           8
Wrentham	03500000	ELA	         443	73	         133	22	         310	51	         147	24	          18	3	         608	     513.5	          57.8	         458
Wrentham	03500000	MATH	         391	64	          44	7	         347	57	         192	32	          25	4	         608	     506.0	          47.0	         459
State	00000000	ELA	     217,492	51	      37,834	9	     179,658	42	     161,656	38	      47,208	11	     426,356	     500.5	          50.0	     335,560
State	00000000	MATH	     203,336	48	      30,926	7	     172,410	40	     171,901	40	      51,308	12	     426,545	     498.4	          50.0	     335,619
